theta,N,alpha,beta,mean_value,sd_value,mean_stopping_time,sd_stopping_time,mean_stopping_fraction,sd_stopping_fraction,upper_bound_time,upper_bound_fraction,relative_gap,early_stop_prob,n_success
1.0,10000,0.05,0.8,0.802396117083677,0.0018056017100943915,249.118,15.505124758852311,0.024911799999999998,0.0015505124758852322,248.6474860524386,0.02486474860524386,-0.0018922932020400127,1.0,500
1.0,10000,0.05,0.9,0.9015283454469399,0.0011496949843433886,290.512,18.481585267178144,0.029051200000000003,0.0018481585267178136,292.6405192496072,0.029264051924960722,0.0072734946447784105,1.0,500
1.0,10000,0.05,0.95,0.9509289316615491,0.0007144272268588784,326.586,19.404010803711206,0.0326586,0.0019404010803711206,328.97072539029443,0.032897072539029446,0.007249050466314782,1.0,500
1.0,10000,0.05,0.99,0.9902478344497266,0.00018530804961925388,392.634,18.62691514813636,0.0392634,0.0018626915148136376,397.12015009923135,0.039712015009923135,0.011296707301582137,1.0,500
1.0,50000,0.01,0.8,0.8010284862785014,0.0008471433036181696,705.922,25.556019570201958,0.01411844,0.0005111203914040387,708.3794275243703,0.014167588550487406,0.003469083698489776,1.0,500
1.0,50000,0.01,0.9,0.9006935784188004,0.0005189956199549125,804.066,26.425257472065045,0.016081320000000003,0.0005285051494413007,806.7508402896443,0.016135016805792886,0.0033279671437097097,1.0,500
1.0,50000,0.01,0.95,0.9504243958235513,0.00032885673350789275,886.232,29.85318410492262,0.01772464,0.0005970636820984524,887.9876508568011,0.01775975301713602,0.001977111793285737,1.0,500
1.0,50000,0.01,0.99,0.9900996853000313,7.703649737833407e-05,1036.518,33.20021361932387,0.02073036,0.0006640042723864775,1040.3743971334877,0.020807487942669754,0.003706739750721606,1.0,500
1.0,50000,0.05,0.8,0.801042816538197,0.0008211929795895555,555.832,23.544095328759166,0.01111664,0.00047088190657518323,555.9926812476837,0.011119853624953673,0.0002889988539472082,1.0,500
1.0,50000,0.05,0.9,0.9006955792552198,0.0005318224948900897,652.514,25.7459027228417,0.013050280000000001,0.0005149180544568343,654.3640940129576,0.013087281880259151,0.0028273159085053373,1.0,500
1.0,50000,0.05,0.95,0.9504069215933821,0.0003178742478178394,733.254,26.31871641374888,0.01466508,0.0005263743282749778,735.6009045801144,0.014712018091602289,0.003190459072986095,1.0,500
1.0,50000,0.05,0.99,0.9901119517453232,8.65789494565294e-05,884.602,30.434192549701482,0.01769204,0.0006086838509940292,887.9876508568011,0.01775975301713602,0.0038127229061511924,1.0,500
